Translation,Target
"Massage black cumin oil 3-4 times daily on the forehead, both chins and around the ears for headache. Take one teaspoon of black cumin oil on an empty stomach for three days to get benefits.",0
Rub the scalp well with lemon. Wash off with shampoo after 15 minutes. Apply black cumin oil after drying the hair well. It will reduce hair loss within a week,0
"By massaging black cumin oil on the chest and back, you will get relief from asthma.",0
"Black cumin has many benefits. This black cumin benefits the human body in various ways, this black cumin helps your cold, blood pressure, physical weakness and many more. Black cumin is a food that you can eat for all ailments.",0
"A study has said that due to eating this black cumin, the immune system of the human body increases and keeps people healthy, so you should try to eat black cumin every day.",0
"Honey also has many benefits, this honey helps to increase the calcium in the human body quickly and this honey reduces the weakness of your body a lot, this honey helps to keep you youthful. Even after your 60 years, you will find that you are able to walk in a healthy manner. Because this honey helps to maintain the strength of the human body.",0
Honey is a good energy source. Good source of heat and power. Honey keeps the body healthy by providing heat and energy to the body.,0
"The sugar it contains is easily digested. Because, the dextrin it contains, directly enters the blood and acts immediately. Honey is particularly beneficial for Petroga people.",0
Honey contains vitamin B-complex. It relieves diarrhea and constipation. Drinking 1 teaspoon of pure honey in the morning relieves constipation and acidity.,0
"Honey is very effective in anemia as it helps in the formation of hemoglobin in the blood. Because it contains a lot of copper, iron and manganese.",0
"Honey is useful in all lung diseases. If an asthma patient holds honey near his nose and inhales, he will be able to inhale normally and deeply. Many people think that one year old honey is good for respiratory patients.",0
"Honey is good medicine for insomnia. Mix two teaspoons of honey with a glass of water before going to bed at night, it induces deep sleep and hypnosis.",0
"In men who have sexual weakness, if they eat a mixture of honey and chickpeas daily, they will get a lot of benefits.",0
"Honey is used to maintain oral health. It prevents tooth decay when used on teeth. Prevents tartar build-up and delays tooth loss. Honey keeps the gums healthy by dilating the blood vessels. If there is a hole for a mouth sore, it helps to fill the hole and does not allow pus to accumulate there. Gargling with water mixed with honey relieves gum inflammation.",0
"Honey strengthens the stomach and removes digestive disorders. As its use reduces the secretion of hydrochloric acid, it is possible to eliminate indigestion, nausea, heartburn.",0
It keeps the body warm in the cold of winter. One or two teaspoons of honey with a cup of boiled water keeps the body clean and fresh.,0
"In case of diarrhoea, one liter of water mixed with 50 ml of honey can prevent dehydration in the body.",0
Good for eyes. Eating carrot juice mixed with honey improves eyesight.,0
The use of honey as a mask is very popular in the field of beauty for girls. Honey is also used to increase the smoothness of the facial skin.,0
"Honey plays an essential role in maintaining youth. It is anti-oxidant, which improves skin tone and complexion. Prevents skin wrinkles and aging. Increases the overall strength and youth of the body.",0
"Calcium is an important ingredient in honey. Calcium keeps teeth, bones, hair roots strong, increases shine of nails, prevents brittleness.",0
"Honey contains vitamin B-complex, which cures anemia and constipation.",0
This honey is beneficial for many complex diseases including chronic dysentery and stomach pain.,0
Mix equal amounts of honey and ginger with half a gram of ground pepper. Consume this mixture at least three times a day. It helps prevent asthma.,0
Mix two spoons of honey with one spoon of garlic juice. Consume this mixture twice in the morning and evening. Its regular use reduces high blood pressure. It should be taken one hour before every morning meal.,0
"Mix one or two spoons of honey and one spoon of lemon juice with a glass of warm water. Consume this mixture daily before emptying your stomach. It helps to purify the blood. Apart from that, it also cleans the blood vessels.",0
"Honey contains iron, which produces blood. Iron makes blood components (RBCs, WBCs, platelets) more effective and stronger.",0
A spoonful of fennel powder mixed with one or two spoons of honey acts as a heart tonic. It strengthens the heart muscle and increases its efficiency.,0
Honey boosts the body's immune system and also provides the ability to resist any bacterial attack inside and outside the body. Honey contains anti-bacterial properties that protect the body from unwanted infections.,0
"Garlic's antibacterial, antifungal properties make it almost like a medicine, boosting the immune system. This benefit is more if you eat garlic on an empty stomach. Currently, in this epidemic situation, it is very important to increase immunity, so you can eat two cloves of garlic daily.",0
"Eating two cloves of garlic every morning on an empty stomach increases blood circulation, due to which the diseases caused by obstructed blood can no longer occur.",0
"Male sexual power can decrease due to various reasons, in that case, eating two cloves of garlic on an empty stomach every morning will gradually increase the sexual power. Although there are two types of opinion among people about it, the main source of male power is the smooth movement of blood. Garlic is said to improve sexual performance because of this action.",0
"For those who are troubled with minor heart problems, occasional pain in the left side of the chest, difficulty climbing stairs, swallow two cloves of garlic with water every morning on an empty stomach, it will strengthen the heart, heart blocks due to increased blood circulation. It will no longer increase and cause disturbances, the chest pain will decrease, it will not be difficult to climb the stairs.",0
